Date,Item Code,Wholesale Price (RMB/kg)
9/23/2020,102900051010455,4.08
9/24/2020,102900005115762,6.13
9/24/2020,102900005115779,5.73
9/24/2020,102900005115786,2.24
9/24/2020,102900005115793,9.63
9/24/2020,102900005115823,5.31
9/24/2020,102900005115878,6.96
9/24/2020,102900005115908,3.6
9/24/2020,102900005115946,2.69
9/24/2020,102900005115960,1.8
9/24/2020,102900005115984,5.63
9/24/2020,102900005116226,9.36
9/24/2020,102900005116233,10.98
9/24/2020,102900005116257,5.01
9/24/2020,102900005116509,4.36
9/24/2020,102900005116530,13.21
9/24/2020,102900005116547,4.6
9/24/2020,102900005116714,9.09
9/24/2020,102900005116790,4.11
9/24/2020,102900005116837,5.49
9/24/2020,102900005116899,5.6
9/24/2020,102900005116912,10.2
9/24/2020,102900005116943,8.39
9/24/2020,102900005117056,7.59
9/24/2020,102900005117209,10.18
9/24/2020,102900005118824,8.07
9/24/2020,102900005118831,4.91
9/24/2020,102900005119098,10
9/24/2020,102900005119944,10.19
9/24/2020,102900005119975,2
9/24/2020,102900005123880,7.73
9/24/2020,102900005125808,8.17
9/24/2020,102900005125815,7.92
9/24/2020,102900011000328,8.37
9/24/2020,102900011001219,10.46
9/24/2020,102900011001806,3.82
9/24/2020,102900011006689,4.03
9/24/2020,102900011008164,2.2
9/24/2020,102900011008522,4.72
9/24/2020,102900011009246,7.5
9/24/2020,102900011009970,6.69
9/24/2020,102900011010563,80
9/24/2020,102900011011546,2.71
9/24/2020,102900011013274,4.02
9/24/2020,102900051000463,3.05
9/24/2020,102900051004294,6.42
9/24/2020,102900051009336,16.27
9/24/2020,102900051010455,5.22
9/25/2020,102900005115762,4.74
9/25/2020,102900005115779,5.76
9/25/2020,102900005115786,2.25
9/25/2020,102900005115793,9.65
9/25/2020,102900005115823,5.41
9/25/2020,102900005115861,3
9/25/2020,102900005115878,6.95
9/25/2020,102900005115908,3.97
9/25/2020,102900005115946,2.7
9/25/2020,102900005115960,1.8
9/25/2020,102900005115984,6.22
9/25/2020,102900005116226,9.59
9/25/2020,102900005116233,10.96
9/25/2020,102900005116257,5.12
9/25/2020,102900005116509,4.38
9/25/2020,102900005116530,13.6
9/25/2020,102900005116547,4.6
9/25/2020,102900005116714,9.02
9/25/2020,102900005116790,4.11
9/25/2020,102900005116837,5.39
9/25/2020,102900005116899,5.72
9/25/2020,102900005116912,10.25
9/25/2020,102900005116943,8.03
9/25/2020,102900005117056,7.38
9/25/2020,102900005117209,10.47
9/25/2020,102900005118817,8.51
9/25/2020,102900005118824,8.07
9/25/2020,102900005118831,4.91
9/25/2020,102900005119098,14.13
9/25/2020,102900005119944,10.19
9/25/2020,102900005119975,2
9/25/2020,102900005123880,8.27
9/25/2020,102900005125808,8.22
9/25/2020,102900005125815,7.93
9/25/2020,102900011000328,8.17
9/25/2020,102900011001219,10.45
9/25/2020,102900011001806,3.82
9/25/2020,102900011001813,2.43
9/25/2020,102900011006689,3.97
9/25/2020,102900011007464,9.13
9/25/2020,102900011008164,2.2
9/25/2020,102900011008522,4.91
9/25/2020,102900011009246,7.52
9/25/2020,102900011009970,6.69
9/25/2020,102900011010563,80
9/25/2020,102900011011546,2.72
9/25/2020,102900011012994,3.66
9/25/2020,102900011013274,4.04
9/25/2020,102900051000463,2.87
9/25/2020,102900051004294,7.13
9/25/2020,102900051009336,16.34
9/25/2020,102900051010455,5.24
9/26/2020,102900005115762,3.84
9/26/2020,102900005115779,5.77
9/26/2020,102900005115786,2.26
9/26/2020,102900005115793,9.69
9/26/2020,102900005115823,5.9
9/26/2020,102900005115861,3
9/26/2020,102900005115878,6.9
9/26/2020,102900005115908,4
9/26/2020,102900005115946,4.13
9/26/2020,102900005115960,1.8
9/26/2020,102900005115984,6.36
9/26/2020,102900005116226,9.43
9/26/2020,102900005116233,10.08
9/26/2020,102900005116257,5.05
9/26/2020,102900005116509,4.54
9/26/2020,102900005116530,13.6
9/26/2020,102900005116547,4.64
9/26/2020,102900005116714,8.83
9/26/2020,102900005116790,4.23
9/26/2020,102900005116837,5.4
9/26/2020,102900005116899,5.8
9/26/2020,102900005116912,10.27
9/26/2020,102900005116943,8.09
9/26/2020,102900005117056,7.1
9/26/2020,102900005117209,10.45
9/26/2020,102900005118817,8.21
9/26/2020,102900005118824,8.07
9/26/2020,102900005118831,4.55
9/26/2020,102900005119098,14.62
9/26/2020,102900005119944,10.2
9/26/2020,102900005119975,2
9/26/2020,102900005123880,8.57
9/26/2020,102900005125808,8.16
9/26/2020,102900005125815,7.93
9/26/2020,102900011000328,7.95
9/26/2020,102900011001219,10.35
9/26/2020,102900011001806,3.85
9/26/2020,102900011001813,2.43
9/26/2020,102900011008164,2.2
9/26/2020,102900011008522,5
9/26/2020,102900011009246,7.51
9/26/2020,102900011009970,6.04
9/26/2020,102900011010563,80
9/26/2020,102900011011546,2.74
9/26/2020,102900011012994,3.66
9/26/2020,102900011013274,4.06
9/26/2020,102900051000463,2.76
9/26/2020,102900051004294,7.62
9/26/2020,102900051009336,16.39
9/26/2020,102900051010455,5.56
9/27/2020,102900005115250,17.1
9/27/2020,102900005115779,5.77
9/27/2020,102900005115786,2.57
9/27/2020,102900005115793,9.71
9/27/2020,102900005115823,5.94
9/27/2020,102900005115861,3
9/27/2020,102900005115878,6.88
9/27/2020,102900005115885,10.18
9/27/2020,102900005115908,4.33
9/27/2020,102900005115960,1.81
9/27/2020,102900005115984,6.56
9/27/2020,102900005116226,8.69
9/27/2020,102900005116233,10.03
9/27/2020,102900005116257,4.73
9/27/2020,102900005116509,4.77
9/27/2020,102900005116530,11.2
9/27/2020,102900005116547,4.61
9/27/2020,102900005116714,8.76
9/27/2020,102900005116790,4.28
9/27/2020,102900005116837,5.39
9/27/2020,102900005116899,5.8
9/27/2020,102900005116912,10.32
9/27/2020,102900005116943,8.08
9/27/2020,102900005117056,6.6
9/27/2020,102900005117209,11.02
9/27/2020,102900005118817,8.93
9/27/2020,102900005118824,8.02
9/27/2020,102900005118831,4.39
9/27/2020,102900005119098,14.65
9/27/2020,102900005119944,10.24
9/27/2020,102900005123880,8.56
9/27/2020,102900005125808,8.11
9/27/2020,102900005125815,7.95
9/27/2020,102900011000328,8.07
9/27/2020,102900011001219,10.15
9/27/2020,102900011001806,3.86
9/27/2020,102900011001813,2.44
9/27/2020,102900011006689,3.89
9/27/2020,102900011007464,9.14
9/27/2020,102900011008164,2.2
9/27/2020,102900011008522,5
9/27/2020,102900011009246,7.51
9/27/2020,102900011009970,6.06
9/27/2020,102900011011546,2.74
9/27/2020,102900011012994,3.66
9/27/2020,102900011013274,4.07
9/27/2020,102900051000463,2.91
9/27/2020,102900051004294,7.88
9/27/2020,102900051009336,16.5
9/27/2020,102900051010455,5.56
9/28/2020,102900005115250,17.1
9/28/2020,102900005115779,5.77
9/28/2020,102900005115786,3.47
9/28/2020,102900005115793,9.72
9/28/2020,102900005115823,5.94
9/28/2020,102900005115861,3
9/28/2020,102900005115878,6.86
9/28/2020,102900005115908,4.4
9/28/2020,102900005115960,1.82
9/28/2020,102900005115984,6.56
9/28/2020,102900005116226,8.64
9/28/2020,102900005116233,10.21
9/28/2020,102900005116257,4.72
9/28/2020,102900005116509,4.77
9/28/2020,102900005116530,11.45
9/28/2020,102900005116547,4.6
9/28/2020,102900005116714,8.76
9/28/2020,102900005116790,4.29
9/28/2020,102900005116837,5.37
9/28/2020,102900005116899,5.8
9/28/2020,102900005116912,10.4
9/28/2020,102900005116943,8.23
9/28/2020,102900005117056,6.6
9/28/2020,102900005117209,11.85
9/28/2020,102900005118817,8.88
9/28/2020,102900005118824,8.03
9/28/2020,102900005118831,4.4
9/28/2020,102900005119944,10.27
9/28/2020,102900005123880,9.52
9/28/2020,102900005125808,8.22
9/28/2020,102900005125815,7.94
9/28/2020,102900011000328,8.16
9/28/2020,102900011001219,11.19
9/28/2020,102900011001806,3.87
9/28/2020,102900011001813,2.44
9/28/2020,102900011008164,2.2
9/28/2020,102900011008522,5
9/28/2020,102900011009246,7.49
9/28/2020,102900011009970,6.24
9/28/2020,102900011011546,2.75
9/28/2020,102900011013274,4.08
9/28/2020,102900051000463,2.85
9/28/2020,102900051004294,8.01
9/28/2020,102900051009336,16.53
9/28/2020,102900051010455,5.56
9/29/2020,102900005115762,2.88
9/29/2020,102900005115779,5.77
9/29/2020,102900005115786,4.07
9/29/2020,102900005115793,9.72
9/29/2020,102900005115823,5.92
9/29/2020,102900005115861,3
9/29/2020,102900005115878,6.76
9/29/2020,102900005115908,4.4
9/29/2020,102900005115960,1.81
9/29/2020,102900005115984,6.56
9/29/2020,102900005116226,8.53
9/29/2020,102900005116233,9.92
9/29/2020,102900005116257,4.66
9/29/2020,102900005116509,4.78
9/29/2020,102900005116530,11.9
9/29/2020,102900005116547,4.6
9/29/2020,102900005116714,8.57
9/29/2020,102900005116790,4.3
9/29/2020,102900005116837,5.03
9/29/2020,102900005116899,5.8
9/29/2020,102900005116912,10.51
9/29/2020,102900005116943,8.29
9/29/2020,102900005117056,6.34
9/29/2020,102900005117209,11.69
9/29/2020,102900005118817,8.83
9/29/2020,102900005118824,7.89
9/29/2020,102900005118831,4.39
9/29/2020,102900005119944,10.29
9/29/2020,102900005123880,9.71
9/29/2020,102900005125808,8.23
9/29/2020,102900005125815,7.94
9/29/2020,102900011000328,7.56
9/29/2020,102900011001219,11.69
9/29/2020,102900011001806,3.88
9/29/2020,102900011001813,2.44
9/29/2020,102900011007044,2.58
9/29/2020,102900011008164,2.2
9/29/2020,102900011008522,4.72
9/29/2020,102900011009970,5.91
9/29/2020,102900011011546,2.76
9/29/2020,102900011012994,3.66
9/29/2020,102900011013274,4.08
9/29/2020,102900051000463,2.78
9/29/2020,102900051004294,7.35
9/29/2020,102900051009336,16.67
9/29/2020,102900051010455,5.77
9/30/2020,102900005115779,5.77
9/30/2020,102900005115786,4.77
9/30/2020,102900005115793,9.8
9/30/2020,102900005115823,5.63
9/30/2020,102900005115861,3
9/30/2020,102900005115878,6.45
9/30/2020,102900005115908,4.4
9/30/2020,102900005115946,2.67
9/30/2020,102900005115960,1.8
9/30/2020,102900005115984,6.56
9/30/2020,102900005116226,8.46
9/30/2020,102900005116233,9.92
9/30/2020,102900005116257,4.58
9/30/2020,102900005116509,4.48
9/30/2020,102900005116530,13.63
9/30/2020,102900005116547,4.6
9/30/2020,102900005116714,8.4
9/30/2020,102900005116790,4.33
9/30/2020,102900005116837,4.8
9/30/2020,102900005116899,5.8
9/30/2020,102900005116912,10.5
9/30/2020,102900005116943,8.18
9/30/2020,102900005117056,6
9/30/2020,102900005117209,11.36
9/30/2020,102900005118817,8.58
9/30/2020,102900005118824,7.53
9/30/2020,102900005118831,4.4
9/30/2020,102900005119944,10.31
9/30/2020,102900005123880,9.19
9/30/2020,102900005125808,8.4
9/30/2020,102900005125815,7.95
9/30/2020,102900011000328,7.14
9/30/2020,102900011001219,11.2
9/30/2020,102900011001806,3.88
9/30/2020,102900011001813,2.44
9/30/2020,102900011008164,2.2
9/30/2020,102900011008522,4.72
9/30/2020,102900011009246,7.36
9/30/2020,102900011009970,5.59
9/30/2020,102900011011546,2.77
9/30/2020,102900011012994,3.57
9/30/2020,102900011013274,4.08
9/30/2020,102900051000463,2.76
9/30/2020,102900051004294,7.28
9/30/2020,102900051009336,16.7
9/30/2020,102900051010455,5.94
10/1/2020,102900005115779,5.77
10/1/2020,102900005115786,4.87
10/1/2020,102900005115793,9.85
10/1/2020,102900005115823,5.63
10/1/2020,102900005115861,3
10/1/2020,102900005115878,6.29
10/1/2020,102900005115885,10.18
10/1/2020,102900005115908,4.4
10/1/2020,102900005115960,1.8
10/1/2020,102900005115984,6.11
10/1/2020,102900005116226,8.38
10/1/2020,102900005116233,9.92
10/1/2020,102900005116257,4.04
10/1/2020,102900005116509,4.26
10/1/2020,102900005116530,13.65
10/1/2020,102900005116547,4.54
10/1/2020,102900005116714,8.47
10/1/2020,102900005116790,4.22
10/1/2020,102900005116837,4.08
10/1/2020,102900005116899,5.8
10/1/2020,102900005116912,10.39
10/1/2020,102900005116943,8.29
10/1/2020,102900005117056,5.86
10/1/2020,102900005117209,11.21
10/1/2020,102900005118817,7.71
10/1/2020,102900005118824,6.82
10/1/2020,102900005118831,4.39
10/1/2020,102900005119944,10.41
10/1/2020,102900005123880,8.9
10/1/2020,102900005125808,7.93
10/1/2020,102900005125815,7.46
10/1/2020,102900011000328,6.69
10/1/2020,102900011001219,11.34
10/1/2020,102900011001806,3.9
10/1/2020,102900011001813,2.44
10/1/2020,102900011008164,2.29
10/1/2020,102900011008522,4.72
10/1/2020,102900011009246,7.35
10/1/2020,102900011009970,5.55
10/1/2020,102900011011546,2.84
10/1/2020,102900011012994,3.42
10/1/2020,102900011013274,4.09
10/1/2020,102900051000463,2.76
10/1/2020,102900051004294,7.19
10/1/2020,102900051010455,5.94
10/2/2020,102900005115779,5.61
10/2/2020,102900005115786,4.21
10/2/2020,102900005115793,9.89
10/2/2020,102900005115823,5.62
10/2/2020,102900005115861,3
10/2/2020,102900005115878,6.25
10/2/2020,102900005115885,10.18
10/2/2020,102900005115908,4.4
10/2/2020,102900005115946,2.52
10/2/2020,102900005115960,1.8
10/2/2020,102900005115984,6.07
10/2/2020,102900005116226,7.83
10/2/2020,102900005116233,9.91
10/2/2020,102900005116257,4.11
10/2/2020,102900005116509,4.67
10/2/2020,102900005116530,13.65
10/2/2020,102900005116547,4.49
10/2/2020,102900005116714,8.88
10/2/2020,102900005116790,4.04
10/2/2020,102900005116837,2.91
10/2/2020,102900005116899,5.8
10/2/2020,102900005116912,10.44
10/2/2020,102900005116943,8.3
10/2/2020,102900005117056,5.18
10/2/2020,102900005117209,11.47
10/2/2020,102900005118817,6.87
10/2/2020,102900005118824,6.52
10/2/2020,102900005118831,4.51
10/2/2020,102900005119944,10.5
10/2/2020,102900005123880,8.88
10/2/2020,102900005125808,7.85
10/2/2020,102900005125815,7.2
10/2/2020,102900011000328,7.74
10/2/2020,102900011001219,11.31
10/2/2020,102900011001806,4.09
10/2/2020,102900011001813,2.48
10/2/2020,102900011008164,2.37
10/2/2020,102900011008522,4.72
10/2/2020,102900011009246,7.33
10/2/2020,102900011009970,4.91
10/2/2020,102900011011546,2.82
10/2/2020,102900011012994,3.42
10/2/2020,102900011013274,4.26
10/2/2020,102900051000463,2.51
10/2/2020,102900051004294,7.28
10/2/2020,102900051009336,16.7
10/2/2020,102900051010455,5.89
10/3/2020,102900005115779,5.77
10/3/2020,102900005115793,9.78
10/3/2020,102900005115823,5.65
10/3/2020,102900005115861,3
10/3/2020,102900005115878,6.18
10/3/2020,102900005115908,4.4
10/3/2020,102900005115960,1.81
10/3/2020,102900005115984,6.25
10/3/2020,102900005116226,8.61
10/3/2020,102900005116233,10.3
10/3/2020,102900005116257,3.95
10/3/2020,102900005116509,4.96
10/3/2020,102900005116530,13.65
10/3/2020,102900005116547,4.5
10/3/2020,102900005116714,9.23
10/3/2020,102900005116790,3.86
10/3/2020,102900005116837,2.91
10/3/2020,102900005116899,5.8
10/3/2020,102900005116912,10.5
10/3/2020,102900005116943,8.27
10/3/2020,102900005117056,5.43
10/3/2020,102900005118817,6.27
10/3/2020,102900005118824,6.52
10/3/2020,102900005118831,5.05
10/3/2020,102900005119944,10.53
10/3/2020,102900005123880,8.83
10/3/2020,102900005125808,7.72
10/3/2020,102900005125815,7.2
10/3/2020,102900011000328,7.36
10/3/2020,102900011001219,11.31
10/3/2020,102900011001806,4.24
10/3/2020,102900011001813,2.48
10/3/2020,102900011008164,2.53
10/3/2020,102900011008522,4.86
10/3/2020,102900011009246,7.34
10/3/2020,102900011009444,4.03
10/3/2020,102900011009970,4.75
10/3/2020,102900011011546,3.29
10/3/2020,102900011012994,3.46
10/3/2020,102900011013274,4.45
10/3/2020,102900051000463,2.62
10/3/2020,102900051004294,7.32
10/3/2020,102900051009336,16.53
10/3/2020,102900051010455,5.68
10/4/2020,102900005115779,4.64
10/4/2020,102900005115823,6.05
10/4/2020,102900005115861,3
10/4/2020,102900005115878,6.74
10/4/2020,102900005115908,5
10/4/2020,102900005115960,1.2
10/4/2020,102900005115984,6.67
10/4/2020,102900005116226,8.74
10/4/2020,102900005116233,10.69
10/4/2020,102900005116257,4.13
10/4/2020,102900005116509,5
10/4/2020,102900005116530,13.6
10/4/2020,102900005116547,4.03
10/4/2020,102900005116714,8.09
10/4/2020,102900005116790,3.49
10/4/2020,102900005116837,5.36
10/4/2020,102900005116899,5.8
10/4/2020,102900005116912,10.28
10/4/2020,102900005116943,8.29
10/4/2020,102900005117056,6.4
10/4/2020,102900005117209,9.44
10/4/2020,102900005118817,6.31
10/4/2020,102900005118824,5.93
10/4/2020,102900005118831,5.01
10/4/2020,102900005119944,10.28
10/4/2020,102900005125808,9.86
10/4/2020,102900005125815,7.04
10/4/2020,102900011000328,7.72
10/4/2020,102900011001219,10.14
10/4/2020,102900011001806,4.38
10/4/2020,102900011001813,2.44
10/4/2020,102900011008164,2.6
10/4/2020,102900011008522,4.94
10/4/2020,102900011009246,7.31
10/4/2020,102900011009970,4.13
10/4/2020,102900011011546,2.75
10/4/2020,102900011012994,3.41
10/4/2020,102900011013274,4.38
10/4/2020,102900051000463,2.71
10/4/2020,102900051004294,6.44
10/4/2020,102900051009336,16.39
10/4/2020,102900051010455,4.37
10/4/2020,106931885000035,7.89
10/5/2020,102900005115779,4.98
10/5/2020,102900005115793,9.19
10/5/2020,102900005115823,5.94
10/5/2020,102900005115861,3
10/5/2020,102900005115878,6.71
10/5/2020,102900005115908,5
10/5/2020,102900005115960,1.2
10/5/2020,102900005115984,6.3
10/5/2020,102900005116226,8.68
10/5/2020,102900005116233,10.65
10/5/2020,102900005116257,4.03
10/5/2020,102900005116509,5.05
10/5/2020,102900005116530,12.12
10/5/2020,102900005116547,4
10/5/2020,102900005116714,8.31
10/5/2020,102900005116790,3.48
10/5/2020,102900005116837,6.18
10/5/2020,102900005116899,5.8
10/5/2020,102900005116912,10.2
10/5/2020,102900005116943,8.21
10/5/2020,102900005117056,6.14
10/5/2020,102900005117209,10.09
10/5/2020,102900005118817,6.22
10/5/2020,102900005118824,5.92
10/5/2020,102900005118831,4.43
10/5/2020,102900005119944,10.1
10/5/2020,102900005125808,9.64
10/5/2020,102900005125815,7
10/5/2020,102900011000328,7.73
10/5/2020,102900011001219,10.18
10/5/2020,102900011001806,4.33
10/5/2020,102900011001813,2.4
10/5/2020,102900011008164,2.6
10/5/2020,102900011008522,4.72
10/5/2020,102900011009246,7.33
10/5/2020,102900011009970,4.15
10/5/2020,102900011011546,2.7
10/5/2020,102900011012994,3.4
10/5/2020,102900011013274,4.32
10/5/2020,102900051000463,2.6
10/5/2020,102900051004294,6.64
10/5/2020,102900051009336,16.28
10/5/2020,102900051010455,5.45
10/5/2020,106931885000035,7.89
10/6/2020,102900005115779,6
10/6/2020,102900005115793,9.29
10/6/2020,102900005115823,5.94
10/6/2020,102900005115861,3.51
10/6/2020,102900005115878,6.64
10/6/2020,102900005115908,5
10/6/2020,102900005115960,1.62
10/6/2020,102900005115984,6.73
10/6/2020,102900005116226,8.36
10/6/2020,102900005116233,11.96
10/6/2020,102900005116257,4.13
10/6/2020,102900005116509,4.97
10/6/2020,102900005116530,12.07
10/6/2020,102900005116547,4.03
10/6/2020,102900005116714,8.28
10/6/2020,102900005116790,3.52
10/6/2020,102900005116837,6.65
10/6/2020,102900005116899,5.8
10/6/2020,102900005116912,10.22
10/6/2020,102900005116943,8.32
10/6/2020,102900005117056,6.12
10/6/2020,102900005117209,10.5
10/6/2020,102900005118572,3.6
10/6/2020,102900005118817,6.64
10/6/2020,102900005118824,5.91
10/6/2020,102900005118831,4.76
10/6/2020,102900005119944,10.68
10/6/2020,102900005125808,10.12
10/6/2020,102900005125815,7.04
10/6/2020,102900011000328,7.89
10/6/2020,102900011001219,10.27
10/6/2020,102900011001806,4.34
10/6/2020,102900011001813,1.95
10/6/2020,102900011008164,2.8
10/6/2020,102900011008522,4.87
10/6/2020,102900011009246,7.33
10/6/2020,102900011009444,4.41
10/6/2020,102900011009970,3.66
10/6/2020,102900011011546,2.73
10/6/2020,102900011012994,3.36
10/6/2020,102900011013274,4.34
10/6/2020,102900051000463,2.56
10/6/2020,102900051004294,6.83
10/6/2020,102900051009336,16.29
10/6/2020,102900051010455,5.62
10/6/2020,106931885000035,7.89
10/7/2020,102900005115779,6.12
10/7/2020,102900005115793,9.44
10/7/2020,102900005115823,5.94
10/7/2020,102900005115861,3.6
10/7/2020,102900005115878,6.67
10/7/2020,102900005115908,5
10/7/2020,102900005115960,1.8
10/7/2020,102900005115984,6.86
10/7/2020,102900005116226,8.04
10/7/2020,102900005116233,12
10/7/2020,102900005116257,4.16
10/7/2020,102900005116509,4.95
10/7/2020,102900005116530,11.99
10/7/2020,102900005116547,4.38
10/7/2020,102900005116714,7.94
10/7/2020,102900005116790,3.79
10/7/2020,102900005116837,6.28
10/7/2020,102900005116899,5.8
10/7/2020,102900005116912,10.24
10/7/2020,102900005116943,8.87
10/7/2020,102900005117056,6.43
10/7/2020,102900005117209,10.93
10/7/2020,102900005118817,7.06
10/7/2020,102900005118824,5.91
10/7/2020,102900005118831,4.58
10/7/2020,102900005119944,10.85
10/7/2020,102900005125808,11.8
10/7/2020,102900005125815,7.01
10/7/2020,102900011000328,7.96
10/7/2020,102900011001219,11.38
10/7/2020,102900011001806,4.36
10/7/2020,102900011001813,1.57
10/7/2020,102900011008164,3
10/7/2020,102900011008522,4.92
10/7/2020,102900011009246,7.35
10/7/2020,102900011009444,4.7
10/7/2020,102900011009970,3.69
10/7/2020,102900011011546,2.74
10/7/2020,102900011012994,3.36
10/7/2020,102900011013274,4.35
10/7/2020,102900051000463,2.53
10/7/2020,102900051004294,6.7
10/7/2020,102900051009336,16.32
10/7/2020,102900051010455,5.63
10/8/2020,102900005115779,6.15
10/8/2020,102900005115793,9.53
10/8/2020,102900005115823,5.94
10/8/2020,102900005115861,3.6
10/8/2020,102900005115878,6.61
10/8/2020,102900005115908,5
10/8/2020,102900005115960,1.79
10/8/2020,102900005115984,6.87
10/8/2020,102900005116226,8.06
10/8/2020,102900005116233,12.01
10/8/2020,102900005116257,4.34
10/8/2020,102900005116509,4.95
10/8/2020,102900005116530,11.84
10/8/2020,102900005116547,4.5
10/8/2020,102900005116714,8
10/8/2020,102900005116790,3.86
10/8/2020,102900005116837,6.34
10/8/2020,102900005116899,5.8
10/8/2020,102900005116912,10.32
10/8/2020,102900005116943,9.76
10/8/2020,102900005117056,6.46
10/8/2020,102900005117209,12.23
10/8/2020,102900005118817,7.17
10/8/2020,102900005118824,5.87
10/8/2020,102900005118831,4.58
10/8/2020,102900005119944,10.95
10/8/2020,102900005125808,12.51
10/8/2020,102900005125815,7
10/8/2020,102900011000328,8.23
10/8/2020,102900011001219,11.74
10/8/2020,102900011001806,4.35
10/8/2020,102900011001813,1.46
10/8/2020,102900011008164,3
10/8/2020,102900011008522,4.91
10/8/2020,102900011009246,7.34
10/8/2020,102900011009444,4.76
10/8/2020,102900011009970,4
10/8/2020,102900011011546,2.81
10/8/2020,102900011012994,3.39
10/8/2020,102900011013274,4.35
10/8/2020,102900051000463,2.58
10/8/2020,102900051004294,6.77
10/8/2020,102900051009336,16.32
10/8/2020,102900051010455,5.62
10/9/2020,102900005115779,6.15
10/9/2020,102900005115823,5.94
10/9/2020,102900005115861,3.6
10/9/2020,102900005115878,6.6
10/9/2020,102900005115908,5
10/9/2020,102900005115946,2.65
10/9/2020,102900005115960,1.8
10/9/2020,102900005115984,6.87
10/9/2020,102900005116226,8
10/9/2020,102900005116233,12.06
10/9/2020,102900005116257,4.5
10/9/2020,102900005116509,4.95
10/9/2020,102900005116530,11.84
10/9/2020,102900005116547,4.5
10/9/2020,102900005116714,8
10/9/2020,102900005116790,3.86
10/9/2020,102900005116837,6.4
10/9/2020,102900005116899,5.8
10/9/2020,102900005116912,10.4
10/9/2020,102900005116943,9.79
10/9/2020,102900005117056,6.58
10/9/2020,102900005117209,12.21
10/9/2020,102900005118817,7.18
10/9/2020,102900005118824,5.64
10/9/2020,102900005118831,4.77
10/9/2020,102900005119944,10.99
10/9/2020,102900005125808,12.52
10/9/2020,102900005125815,7
10/9/2020,102900011000328,8.41
10/9/2020,102900011001219,12.59
10/9/2020,102900011001806,4.36
10/9/2020,102900011001813,1.45
10/9/2020,102900011008164,3
10/9/2020,102900011008522,4.84
10/9/2020,102900011009246,7.35
10/9/2020,102900011009444,4.76
10/9/2020,102900011009970,4
10/9/2020,102900011011546,2.83
10/9/2020,102900011012994,3.39
10/9/2020,102900011013274,4.36
10/9/2020,102900051000463,2.67
10/9/2020,102900051004294,7
10/9/2020,102900051009336,16.33
10/9/2020,102900051010455,5.62
10/10/2020,102900005115779,6.15
10/10/2020,102900005115793,9.67
10/10/2020,102900005115823,5.94
10/10/2020,102900005115861,3.6
10/10/2020,102900005115878,6.73
10/10/2020,102900005115908,5
10/10/2020,102900005115946,2.95
10/10/2020,102900005115960,1.8
10/10/2020,102900005115984,6.87
10/10/2020,102900005116226,8.1
10/10/2020,102900005116233,12.05
10/10/2020,102900005116257,4.5
10/10/2020,102900005116509,5.02
10/10/2020,102900005116530,12.02
10/10/2020,102900005116547,4.43
10/10/2020,102900005116714,8.33
10/10/2020,102900005116790,4.15
10/10/2020,102900005116837,6.4
10/10/2020,102900005116899,5.8
10/10/2020,102900005116912,10.32
10/10/2020,102900005116943,9.79
10/10/2020,102900005117056,6.59
10/10/2020,102900005117209,12.24
10/10/2020,102900005118817,6.98
10/10/2020,102900005118824,5.46
10/10/2020,102900005118831,4.73
10/10/2020,102900005119944,11.01
10/10/2020,102900005125808,12.72
10/10/2020,102900005125815,7
10/10/2020,102900011000328,8.61
10/10/2020,102900011001219,12.6
10/10/2020,102900011001806,4.36
10/10/2020,102900011001813,1.45
10/10/2020,102900011008164,3
10/10/2020,102900011008522,4.72
10/10/2020,102900011009246,7.46
10/10/2020,102900011009444,4.84
10/10/2020,102900011009970,4
10/10/2020,102900011011546,2.78
10/10/2020,102900011012994,3.46
10/10/2020,102900011013274,4.36
10/10/2020,102900051000463,2.76
10/10/2020,102900051004294,7
10/10/2020,102900051009336,16.33
10/10/2020,102900051010455,5.81
10/11/2020,102900005115779,6.43
10/11/2020,102900005115793,9.7
10/11/2020,102900005115823,5.86
10/11/2020,102900005115861,3.6
10/11/2020,102900005115878,6.86
10/11/2020,102900005115908,5
10/11/2020,102900005115960,1.8
10/11/2020,102900005115984,6.87
10/11/2020,102900005116226,8.44
10/11/2020,102900005116233,11.93
10/11/2020,102900005116257,4.78
10/11/2020,102900005116509,5.02
10/11/2020,102900005116530,12.13
10/11/2020,102900005116547,4.4
10/11/2020,102900005116714,8.47
10/11/2020,102900005116790,4.2
10/11/2020,102900005116837,6.37
10/11/2020,102900005116899,5.69
10/11/2020,102900005116912,10.28
10/11/2020,102900005116943,9.78
10/11/2020,102900005117056,6.59
10/11/2020,102900005117209,12.86
10/11/2020,102900005118817,6.2
10/11/2020,102900005118824,5.45
10/11/2020,102900005118831,4.5
10/11/2020,102900005119944,11.13
10/11/2020,102900005125808,12.73
10/11/2020,102900005125815,7
10/11/2020,102900011000328,8.56
10/11/2020,102900011001219,13.18
10/11/2020,102900011001806,4.36
10/11/2020,102900011001813,1.45
10/11/2020,102900011008164,3
10/11/2020,102900011008522,4.72
10/11/2020,102900011009246,7.47
10/11/2020,102900011009444,4.97
10/11/2020,102900011009970,4
10/11/2020,102900011011546,2.78
10/11/2020,102900011012994,3.08
10/11/2020,102900011013274,4.43
10/11/2020,102900051000463,2.88
10/11/2020,102900051004294,6.9
10/11/2020,102900051010455,5.94
10/12/2020,102900005115779,6.54
10/12/2020,102900005115793,9.72
